LINE_KEY,LAYER1_MATERIAL_NAME,LAYER1_COMPOSED_PERCENTAGE,LAYER2_MATERIAL_NAME,LAYER2_COMPOSED_PERCENTAGE,RAW_MATERIAL_NAME,RAW_MATERIAL_NAME_CLEAN,RAW_MATERIAL_COMPOSED_PERCENTAGE,EMISSION_FACTOR,UNIT,PERCENTAGE_TOTAL_CONTRIBUTION,PART,CLIENT_NAME,CLIENT_GROUP,DESCRIPTION,YEAR
2870_1657182170247_51883,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.5993457927871334,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,"Curated Handbag with  Printing label
with matte lamination( FSC MIX CREDIT)",2022
3554_1652327360065_40652,,,,,elastodiene,Elastane/Spandex fabric,0.75,8.775,kgCO2e/kg,0.7499999999999999,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
3554_1643259981862_21051,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3554_1652865970052_14907,,,,,iron,Iron,0.8,2.366,kgCO2e/kg,0.8,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
2900_1661155311151_67668,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Arvato Services Hong Kong Limited,Group - Rituals,"Shipper Box 0

Container: FSC Kraft paper + Corrugated
(FSC MIX CREDIT)",2022
3554_1662706360985_88214,,,,,viscose,Viscose/Rayon fabric,1,13.92,kgCO2e/kg,1,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZN295 / ICLS23CHMIX
with 7.5%rebate",2022
3554_1645692024906_88480,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS133 / ADCW20CHBAS,2022
2900_1654165695201_12738,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",2022
2900_1635491362382_77101,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.6613730594334651,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Medium Karma oct. 2021

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
2881_1646643844932_63859,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Lining,NEWORCH,Group - Orchestra,EQUO-AT HATS/SCARF,2022
3554_1653374271643_78254,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.02121295272031736,null,NEWORCH,Group - Orchestra,TAUPE-AX/AI008U-BGC,2022
3173_1642046020219_11338,,,,,copper,Copper,0.04,4.346,kgCO2e/kg,0.04,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,SUNGLASS,2022
3554_1663061065186_14224,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZN226 / ICLS23CRBIG-PINKE,2022
3554_1670484463837_89635,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZT168 / ICLS23CRMAT-PINKK
1pcs Hair clip in set
with3%rebate",2022
3554_1654597237760_49656,,,,,elastane,Elastane/Spandex fabric,0.07,8.775,kgCO2e/kg,0.07,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG434 / ICLW22CHFLI,2022
3554_1662717028982_57788,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.39999999999999997,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZN310 / ICLS23STUED-GRENE
with 7.5%rebate",2022
4475_1639714035327_14014,,,,,rubber,Natural Rubber (NR),1,2.333,kgCO2e/kg,0.1,Other,Oriflame Cosmetics Global S.A.,Group - Oriflame,44001.1THE ONE Eyelash Curler,2022
3554_1655172672553_1234,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.0006152120145214913,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DRABRIETTE,2022
2870_1641366289137_55205,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.04685437355241745,null,Sisley Korea Co Ltd,Group - Sisley,Pouch 11-Green,2022
2881_1644398906782_78864,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,Lining,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,22E4PGP1CHA,2022
3006_1664179758122_18011,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.11075910991703262,null,Okaidi France SAS,Group - Okaidi,5elastics in one set,2022
2870_1648451867215_5385,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC SLEEVE MED AVOCADO XM22 A0X
Container: 300gsm FSC Sen Woodfree paper ( FSC MIX CREDIT)",2022
2900_1637573704756_73038,,,,,polyester,Polyester plastic,0.9,4.685,kgCO2e/kg,0.75,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Small Jing 2021

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
3554_1666250244651_67932,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.012532843001243545,null,NEWORCH,Group - Orchestra,"ORCFLOR-AY/AFION0-ROC-Assorted
Hair clip with 6pcs in set",2022
2900_1637568203913_20355,,,,,polyester,Polyester plastic,0.9,4.685,kgCO2e/kg,0.75,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet  Small Samurai 2021

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
2881_1640765076137_15564,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Body,NEWORCH,Group - Orchestra,LARYSO-AW CASQUETTE,2022
2870_1648461975832_36338,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,GC BAG ULTIMATE SHEA XM22 A0X,2022
3006_1668509798183_52390,,,,,linen,Flax fiber fabric,null,11.18,kgCO2e/kg,0.008085333531487294,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
3006_1648698980336_55234,,,,,polyester,Polyester plastic,0.6,4.685,kgCO2e/kg,0.6,null,JACADI,Group - Jacadi,2clips in one set,2022
3006_1667907789661_31714,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.0006152120145214913,null,JACADI,Group - Jacadi,3elastics in one set,2022
2900_1648810400759_26611,,,,,paper,Paper,null,0.578,kgCO2e/kg,1,null,The Body Shop International Limited,Group - The Body Shop,"GC TAG HEMP XM22 A0X

230gsm Coated paper
(FSC MIX CREDIT)",2022
4484_1645079810589_20318,,,,,aluminium,Aluminum,0.45,8.836,kgCO2e/kg,0.45,Body,Mary Kay Inc.,Group - Mary Kay,"31201311 BRUSH-GEL EYELINER JET BLACK
50mm",2022
2900_1663816166690_6144,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC BOX VITAMIN C AR23 A0X

Box:140gsm Woodfree paper + 130gsm kraft paper + 1.5mm greyboard + Jute ribbon; 
Fitment: K9K corrugated board + 1.5mm greyboard (FSC MIX CREDIT)",2022
3006_1648532740107_12120,,,,,elastane,Elastane/Spandex fabric,0.5,8.775,kgCO2e/kg,0.5,null,JACADI,Group - Jacadi,3elastics in one set,2022
3554_1654485747015_80545,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG500/ICCW22STLIB-VERT JUNE,2022
3554_1653539895968_4908,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.0016636428081157047,null,NEWORCH,Group - Orchestra,GODUROY-AX/AFIOJZ-ECR-Assorted,2022
3554_1643283230932_39037,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.39999999999999997,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY771 / ACLS22STLIN,2022
3554_1643271073372_80662,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,1,6.305,kgCO2e/kg,1,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL787 / ADLW20TORTL,2022
3554_1654655610624_86021,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.09,9.645,kgCO2e/kg,0.09,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG461 / ICLW22CHARE-PINKE,2022
3006_1666340611810_58073,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.470114073545409,null,JACADI,Group - Jacadi,2clips in one set,2022
3554_1654740886290_10425,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR5-ASS,2022
2881_1663578076248_3536,,,,,polyester,Polyester plastic,0.39,4.685,kgCO2e/kg,0.39,null,NEWORCH,Group - Orchestra,OPAPO-AY / HAT,2022
3554_1650591548843_71103,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989092,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DUPIPLETTE,2022
2881_1657528113494_39167,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,JACADI,Group - Jacadi,2027406-DAISY BG,2022
3554_1660893469756_22603,,,,,cotton,Cotton fabric,0.94,8.177,kgCO2e/kg,0.9400000000000001,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO-BLACK,2022
3554_1641894584248_36186,,,,,acetate,acetate,null,2.435169279,kgCO2e/kg,0.01726998396967689,null,Société FIB NC7,Group - Camaieu,APINCEMARB,2022
2881_1647497198104_17696,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.13673103967446712,null,NEWORCH,Group - Orchestra,TICKEY2-AX GLOVE,2022
3006_1645152583895_27328,,,,,cotton,Cotton fabric,0.6,8.177,kgCO2e/kg,0.6,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
2881_1646643844932_95351,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,0.97,5.645,kgCO2e/kg,0.97,Shell,NEWORCH,Group - Orchestra,EQUO-AT HATS/SCARF,2022
3554_1663919303089_51525,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.009331063049150032,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FUSERTETTE,2022
2883_1665558496676_14415,,,,,paper,Paper,1,0.578,kgCO2e/kg,0.15,Packaging ,Oriflame Cosmetics Global S.A.,Group - Oriflame,Smoked Ecru Sunglasses,2022
2900_1646038836924_68918,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,0.01,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",2022
3554_1666319123464_24753,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989092,null,NEWORCH,Group - Orchestra,OMARGOT-AY/AFIOMC-ROC-Solid,2022
3554_1666858522900_56199,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.049706332101473585,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC1
Hair clip with 3%rebate",2022
4804_1651888400961_7047,,,,,stainless steel,Stainless steel,1,5.15,kgCO2e/kg,0.94,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,Metal  Holder - Metal  Leaves Gold,2022
2883_1650005272723_37713,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.034188981831009296,null,SLG BRANDS LIMITED,Group - SLG,CLASSIC PENDANT BOO001,2022
3554_1641800348493_15158,,,,,iron,Iron,0.6,2.366,kgCO2e/kg,0.6,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YW427 / ACCS22CRCER,2022
3554_1658904096608_75610,,,,,polyester,Polyester plastic,0.18,4.685,kgCO2e/kg,0.18,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
2900_1641966717240_91221,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Large Samurai 2021

Ribbon: 100% polyester 39mm GG Ribbon in 383mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
2870_1665645468658_70311,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,0.4,Lining,Oriflame Cosmetics Global Pte. Ltd.,Group - Oriflame,"Hay Trolley 70gsm art paper 
1C+0 with matt varnish (FSC 
MIX CREDIT)",2022
3006_1643032435366_99226,,,,,elastane,Elastane/Spandex fabric,0.4,8.775,kgCO2e/kg,0.39999999999999997,null,JACADI,Group - Jacadi,3elastics in set,2022
3006_1664185598913_68686,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
3554_1648799517726_36264,,,,,elastane,Elastane/Spandex fabric,0.06,8.775,kgCO2e/kg,0.06,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO,2022
3554_1642735115154_30947,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.0006152120145214913,null,GEMO,Group - Gemo,Elastic wtih 2 pcs in set,2022
3554_1641897208936_76457,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.016696723326259922,null,Société FIB NC7,Group - Camaieu,ASERREDENIM,2022
3554_1643275497785_27964,,,,,cotton,Cotton fabric,0.94,8.177,kgCO2e/kg,0.9400000000000001,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO,2022
3554_1653645388454_42683,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.51,9.645,kgCO2e/kg,0.51,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
2900_1648877736264_26415,,,,,jute,Jute fiber fabric,null,9.32,kgCO2e/kg,0.01315052841028415,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX VITAMIN C XM22 A0X

Container: 140gsm Woodfree paper + 120gsm kraft paper + 1.5mm greyboard +  Jute ribbon
Fitment: 250gsm CCNB + corrugated board + 1.5mm greyboard
(FSC MIX CREDIT)",2022
3554_1653633705680_87532,,,,,linen,Flax fiber fabric,null,11.18,kgCO2e/kg,0.008085333531487294,null,NEWORCH,Group - Orchestra,IPRECIEUSE-AX/AFIOK3-GRC-Assorted,2022
4475_1645083613861_39659,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.015371102327624064,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Nail It Nail Art Sponges,2022
3554_1655103829153_98124,,,,,elastane,Elastane/Spandex fabric,0.07,8.775,kgCO2e/kg,0.07,Other,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO,2022
3006_1661494476920_80229,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.014632989105134376,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clips in one set,2022
3554_1655261762743_22046,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG453 / ICLW22BAROS,2022
3554_1666601405841_69191,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.51,9.645,kgCO2e/kg,0.51,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XL791 / ADLW20ECOOL-YELLOW
set of 10 items
with 3%rebate",2022
3554_1642745986931_14356,,,,,zinc alloy,Zinc,null,2.486,kgCO2e/kg,0.009843890862715823,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Hairclip with 2pcs in set,2022
2881_1657778704732_59901,,,,,cotton,Cotton fabric,0.7,8.177,kgCO2e/kg,0.7,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,"45991.1 Amare Men‘s Sock Set with FSC BOX 350gsm (FSC MIX CREDIT), 180 x 35 x 95mm, FSC care tag 70gsm (FSC MIX CREDIT), 37x100mm",2022
3006_1654569242356_9449,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,BANDEAU IOMAN F,2022
3554_1657872122584_66446,,,,,epoxy,Epoxy plastic,0.05,7.445,kgCO2e/kg,0.05,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3006_1665556243386_38279,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,JACADI,Group - Jacadi,1hairband in one set,2022
4475_1641804233435_53918,,,,,polyester,Polyester plastic,0.05,4.685,kgCO2e/kg,0.05,Ribbon,Oriflame Cosmetics Global S.A.,Group - Oriflame,"Charcoal Shower Puff
with FSC tag MIX paper
 size 30x80mm ,3 ribbons",2022
2881_1642233130481_26790,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,JACADI,Group - Jacadi,2027406-DAISY BG,2022
3554_1642756207991_91687,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.016696723326259922,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,HEADBAND,2022
3554_1652865970052_3836,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
2900_1648868615704_87981,,,,,jute,Jute fiber fabric,null,9.32,kgCO2e/kg,0.013150528410284152,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX DUO EDELWEISS XM22 A0X

Container: 140gsm woodfree paper + 1.5mm greyboard + 130gsm kraft paper + Jute Ribbon
Fitment: KAK corrugated board + 1.5mm greyboard 
(FSC MIX CREDIT)",2022
3554_1655258349215_89822,,,,,cotton,Cotton fabric,0.94,8.177,kgCO2e/kg,0.94,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG489 / ICCW22CHMIX-BEIGE MOUT,2022
2870_1652151024233_46364,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.008205626833345336,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Urbane Tote with 70gsm FSC Rainresistant leaflet(FSC MIX CREDIT) & Printing label with matte lamination(FSC MIX CREDIT ),2022
4804_1642146366911_31476,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.02,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Dedaine Soap Dispenser Black Marble,2022
3554_1662366197888_19257,,,,,iron,Iron,0.8,2.366,kgCO2e/kg,0.8,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
2881_1644472073625_39880,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,Lining,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,22SI09C2CHAC221,2022
3554_1655785003450_80603,,,,,polyester,Polyester plastic,0.3,4.685,kgCO2e/kg,0.3,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM881 / ADCW20CGRA2,2022
2870_1655883412401_30357,,,,,nylon,Nylon/Polyamide (PA) plastic,1,9.645,kgCO2e/kg,0.6,Body,In. Co. S.P.A Gruppo Ermenegildo Zegna,Group - Zegna,SUIT CARRIER MTM CUSTOM NERO,2022
3554_1650871657514_24369,,,,,elastane,Elastane/Spandex fabric,0.49,8.775,kgCO2e/kg,0.49,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
2881_1645002202351_70006,,,,,polyester,Polyester plastic,0.27,4.685,kgCO2e/kg,0.27,Shell,NEWORCH,Group - Orchestra,HOCHET-AX HATS/SCARF,2022
3554_1648718224658_10219,,,,,polyester,Polyester plastic,0.96,4.685,kgCO2e/kg,0.96,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZC841 / ICLW22CHPLI,2022
4475_1664435371469_39969,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.036647470372661944,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,37607.1Moisturizing Gloves With Touch,2022
3554_1666858522900_45058,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.049706332101473585,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC1
Hair clip with 3%rebate",2022
2870_1653466697555_25952,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC SLEEVE MED SHEA XM22 A0X
Container: 300gsm FSC Sen Woodfree paper ( FSC MIX CREDIT)",2022
2881_1645595320710_85931,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Lining,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,22WI10G1BON929,2022
3554_1654595121808_6378,,,,,elastodiene,Elastane/Spandex fabric,0.29,8.775,kgCO2e/kg,0.29,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG493 / ICCW22ELCRO,2022
3554_1648711810409_23399,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZC843 / ICLW22STPLI,2022
3554_1659600105094_18924,,,,,polyester,Polyester plastic,0.7,4.685,kgCO2e/kg,0.7,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZK363 / ICCW22STMOU-BLANC EGG
with 7.5%rebate",2022
4484_1660621436335_56672,,,,,viscose,Viscose/Rayon fabric,0.8,13.92,kgCO2e/kg,0.8,Body,Mary Kay Inc.,Group - Mary Kay,10149099 DISPFACIALCLOTH-NWN LATAM PK30,2022
3554_1642751702096_3193,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.009331063049150032,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Headband,2022
3173_1641784751478_24079,,,,,stainless steel,Stainless steel,0.03,5.15,kgCO2e/kg,0.03,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,SUNGLASS,2022
2900_1664351053907_34125,,,,,paper,Paper,1,0.578,kgCO2e/kg,0.99,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",2022
2900_1664359674229_64235,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",2022
4804_1640847379476_12695,,,,,polyresin,polyresin,1,3.817,kgCO2e/kg,0.95,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,Acora Cotton Jar Black,2022
3006_1664162724966_30422,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
3554_1646813278532_7081,,,,,cotton,Cotton fabric,0.93,8.177,kgCO2e/kg,0.93,Other,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO,2022
3173_1642052423412_80199,,,,,copper,Copper,0.42,4.346,kgCO2e/kg,0.42,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,SUNGLASS,2022
2881_1634628969401_54077,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Shell,Poundland Limited,Group - Poundland,TG GINGHAM BUCKET HAT,2022
3554_1653539895969_46730,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.0016636428081157047,null,NEWORCH,Group - Orchestra,GODUROY-AX/AFIOJZ-NOI-Solid,2022
3554_1655260493956_72253,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG435 / ICLW22CHLOT,2022
3006_1666105000470_50906,,,,,linen,Flax fiber fabric,null,11.18,kgCO2e/kg,0.008085333531487294,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,1hairband in one set,2022
2900_1637568203913_26,,,,,zinc alloy,Zinc,1,2.486,kgCO2e/kg,1,Ring,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Medium Hammam 2021

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
3554_1642745986931_98588,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.0016636428081157047,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,HEADBAND,2022
2870_1655794583939_99966,,,,,leather,leather,1,2.70153,kgCO2e/kg,1,Body,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,N6235 NUBUCK BROWN SUEDE W/ANTIQUE BRASS FINDING,2022
